1 00:00:03,946 --> 00:00:05,368 Speaker SPEAKER_01: 嗨，大家好。
921 01:21:58,746 --> 01:22:02,690 说话人 SPEAKER_05：当然，他们想和我谈谈 Chad GPT 和大学招生。
922 01:22:02,671 --> 01:22:09,438 说话人 SPEAKER_05：当然，这个问题与，我们在申请过程中是否允许这样做有关？
923 01:22:09,518 --> 01:22:13,863 说话人 SPEAKER_05：现在有了 ChatGPT，我们该如何进行招生？
924 01:22:14,302 --> 01:22:18,527 说话人 SPEAKER_05：所以我回家了，我和我的 11 岁孩子聊天。
925 01:22:18,768 --> 01:22:23,432 说话人 SPEAKER_05：我说，嗯，我接到一个电话，有一个大学入学的问题。
926 01:22:25,213 --> 01:22:27,716 说话人 SPEAKER_05：我们该如何处理 ChatGPT 和
927 01:22:27,697 --> 01:22:35,690 说话人 SPEAKER_05：还有学生，如果一个学生用 ChatGPT 写出了最好的申请，我们应该使用它吗，等等等等。
928 01:22:35,711 --> 01:22:37,634 说话人 SPEAKER_05: 然后我说，你会怎么做？
929 01:22:37,895 --> 01:22:41,780 说话人 SPEAKER_05: 我问了我的 11 岁孩子，他说，让我想想。
930 01:22:41,881 --> 01:22:46,729 说话人 SPEAKER_05: 他实际上回去睡觉思考这个问题，或者我不知道发生了什么。
931 01:22:46,770 --> 01:22:50,716 说话人 SPEAKER_05: 第二天早上，他说，我有一个答案。
932 01:22:51,153 --> 01:22:52,073 说话人 SPEAKER_05: 我说，你的答案是什么？
933 01:22:52,234 --> 01:23:00,268 说话人 SPEAKER_05: 他说，我认为斯坦福应该录取那些最能使用 Chat GPT 的前 2,000 名学生。
934 01:23:02,150 --> 01:23:05,555 说话人 SPEAKER_05: 实际上，一开始我觉得这个答案很愚蠢，对吧？
935 01:23:06,037 --> 01:23:11,966 说话人 SPEAKER_05: 实际上这是一个很有趣的答案，因为孩子们已经把它看作是一种工具。
936 01:23:13,068 --> 01:23:18,476 说话者 SPEAKER_05：他们将这个工具视为一种赋能、赋权的工具。
937 01:23:18,457 --> 01:23:23,505 说话者 SPEAKER_05：显然，我的 11 岁孩子根本不知道如何衡量这一点，也不知道这意味着什么，等等。
938 01:23:23,905 --> 01:23:28,554 说话者 SPEAKER_05：但我认为我们应该这样看待教育，我们应该更新我们的教育。
939 01:23:28,594 --> 01:23:33,381 说话者 SPEAKER_05：我们不能像 Jeff 所说的那样将这个工具排除在我们的教育之外。
940 01:23:33,721 --> 01:23:40,092 说话人 SPEAKER_05：我们需要拥抱它，并教育人类，让他们知道如何利用这个工具为自己谋利。
941 01:23:40,511 --> 01:23:43,055 说话人 SPEAKER_10：顺便说一句，我见过 Fei-Fei 11 岁的儿子。
942 01:23:43,635 --> 01:23:45,657 说话人 SPEAKER_10：他到 18 岁的时候可能已经是斯坦福大学的校长了。
943 01:23:45,697 --> 01:23:48,279 说话人 SPEAKER_05：如果斯坦福大学还存在的话。
944 01:23:50,242 --> 01:23:53,185 说话人 SPEAKER_10: 让我们去房间远角这边。
945 01:24:00,832 --> 01:24:05,176 说话人 SPEAKER_11: 我想问一下，我们现在已经有了非常好的基础模型。
946 01:24:05,197 --> 01:24:10,502 说话人 SPEAKER_11: 但在许多应用中，我们需要模型的真实时性能。
947 01:24:11,055 --> 01:24:23,476 说话人 SPEAKER_11: 你如何看待这个领域未来的发展，这个研究领域未来的发展，你知道，利用这个专家基础模型的能力来训练，你知道，快速、更小的模型？
948 01:24:24,458 --> 01:24:27,663 说话人 SPEAKER_11: 提一个问题。
949 01:24:28,420 --> 01:24:30,443 说话人 SPEAKER_05: 好吧，你在谈论推理，对吧？
950 01:24:30,503 --> 01:24:48,132 说话人 SPEAKER_05: 我们需要开始考虑性能、推理，以及根据不同设备调整模型，嗯，意思是不深入技术细节，所有这些研究，还有，你知道的，即使在研究之外，这些也在发生。
951 01:24:48,453 --> 01:24:50,917 说话人 SPEAKER_05: 是的，你想谈论什么？
952 01:24:51,926 --> 01:24:53,670 说话人 SPEAKER_05: 我想，好吧，你不想说话。
953 01:24:55,412 --> 01:24:55,613 说话人 SPEAKER_05: 好吧。
954 01:24:55,854 --> 01:24:55,953 说话人 SPEAKER_05: 好吧。
955 01:24:55,974 --> 01:25:00,681 说话人 SPEAKER_05: 正在发生，但我的意思是，这需要一段时间，但是的。
956 01:25:00,702 --> 01:25:02,243 说话人 SPEAKER_10：我们谈论他投资的事情。
957 01:25:03,506 --> 01:25:04,667 说话人 SPEAKER_06：那是对的。
958 01:25:04,688 --> 01:25:08,194 说话人 SPEAKER_10：我不能说，直到公司说可以谈论。
959 01:25:08,213 --> 01:25:10,117 说话人 SPEAKER_10：没关系。
960 01:25:10,137 --> 01:25:11,038 说话人 SPEAKER_10: 让我们回到中间。
961 01:25:12,121 --> 01:25:12,822 说话人 SPEAKER_10: 就在这里。
962 01:25:23,314 --> 01:25:24,576 说话人 SPEAKER_08: 嗯，你好，我叫 Ariel。
963 01:25:24,615 --> 01:25:28,381 说话人 SPEAKER_08: 我是在多伦多大学攻读机器学习专业的三年级跨学科学生。
964 01:25:28,761 --> 01:25:30,443 说话人 SPEAKER_08: 然后，那次对话相当精彩。
965 01:25:30,483 --> 01:25:32,706 说话人 SPEAKER_08: 然后，谢谢您，Hinton 教授和李教授。
966 01:25:33,225 --> 01:25:38,391 说话人 SPEAKER_08: 我有一个问题，可能很多本科生或研究生都感兴趣，就在这个房间里。
967 01:25:38,511 --> 01:25:49,203 说话人 SPEAKER_08: 就像您在 20 多岁时一样，是什么驱使您成为研究人员，是什么驱使您进入学术界和人工智能领域？
因为我现在有点困惑，我应该继续从事行业，还是直接申请博士，或者先读硕士然后再回到行业。我还有一个问题，通常你们在申请时都会寻找什么？
969 01：26：05,603 --> 01：26：09,006 演讲者 SPEAKER_08：就像直接进入你实验室的博士吗？
970 01：26：09,667 --> 01：26：12,751 演讲者 SPEAKER_08：这就像 GPA 或出版物或推荐信吗？
971 01：26：12,770 --> 01：26：15,333 议长 SPEAKER_08：您能详细解释一下吗？
972 01:26:15,354 --> 01:26:15,833 说话人 SPEAKER_08: 谢谢。
973 01:26:16,074 --> 01:26:21,000 说话人 SPEAKER_10: 我想房间里大约有 300 人，在线上大约有 6000 人想向您提问，Fei-Fei。
974 01:26:21,380 --> 01:26:22,100 说话人 SPEAKER_05: 您想开始吗？
975 01:26:23,282 --> 01:26:25,465 说话人 SPEAKER_05: 您二十多岁。
976 01:26:25,484 --> 01:26:31,070 说话人 SPEAKER_12: 哦，我小时候对大脑的工作原理产生了兴趣，因为我有一个非常聪明的朋友在学校
977 01:26:32,265 --> 01:26:36,932 说话人 SPEAKER_12: 有一天来到学校，谈论了全息图以及大脑中的记忆可能像全息图一样
978 01:26:37,873 --> 01:26:39,176 说话人 SPEAKER_12: 我基本上说，什么是全息图？
979 01:26:40,037 --> 01:26:43,582 说话人 SPEAKER_12: 从那时起，我就对大脑的工作原理产生了兴趣。
980 01:26:45,425 --> 01:26:48,770 说话人 SPEAKER_12: 非常幸运地在学校有一个非常聪明的朋友。
981 01:26:51,052 --> 01:26:57,042 说话人 SPEAKER_05: 如果您读了我的书，我会非常无耻地告诉您，这正是书的内容。
982 01:26:58,810 --> 01:26:59,890 说话人 SPEAKER_12: 这是一本非常好的书。
983 01:27:00,872 --> 01:27:01,391 说话人 SPEAKER_05: 谢谢。
984 01:27:01,412 --> 01:27:02,052 说话人 SPEAKER_05: 说真的。
985 01:27:02,113 --> 01:27:07,118 说话人 SPEAKER_05: 事实上，我告诉乔丹和杰夫，关于技术的 AI 书籍有很多。
986 01:27:07,217 --> 01:27:20,789 说话人 SPEAKER_05: 当我开始写关于 AI 技术的这本书时，我想写一段旅程，特别是写给年轻人，特别是写给各行各业年轻人的旅程，而不仅仅是某种特定的人。
987 01:27:21,371 --> 01:27:27,095 说话人 SPEAKER_05: 那本书讲述了年轻人的旅程。
988 01:27:27,076 --> 01:27:30,859 说话人 SPEAKER_05：女孩，你知道，在不同的环境中。
989 01:27:31,564 --> 01:27:36,411 说话人 SPEAKER_05：意识到或理解自己的梦想，并实现梦想。
990 01:27:36,530 --> 01:27:39,135 说话人 SPEAKER_05：这与 Jeff 所说的并没有太大区别。
991 01:27:39,475 --> 01:27:40,657 说话人 SPEAKER_05：它始于激情。
992 01:27:41,537 --> 01:27:45,703 说话人 SPEAKER_05: 这确实是从一种激情开始的，一种对抗所有其他声音的激情。
993 01:27:45,743 --> 01:27:56,658 说话人 SPEAKER_05: 这种激情可能来自一个朋友，可能来自你看到的一部电影，可能来自你读的一本书，或者可能来自你在学校里觉得最有乐趣的最佳科目，无论是什么。
994 01:27:57,679 --> 01:28:00,002 说话人 SPEAKER_05: 而在我雇佣的学生中，
995 01:28:02,158 --> 01:28:15,197 说话人 SPEAKER_05: 我寻找这种激情，我寻找野心，一种想要改变世界的健康野心，而不是仅仅为了获得学位。
996 01:28:15,216 --> 01:28:25,229 说话人 SPEAKER_05：当然，从技术角度来说，我寻找的是良好的技术背景，而不仅仅是考试成绩。
997 01:28:25,582 --> 01:28:29,670 说话人 SPEAKER_05：老实说，我从未想过自己会进入自己的实验室。
998 01:28:33,055 --> 01:28:34,979 说话人 SPEAKER_05：现在的标准如此之高。
999 01:28:35,060 --> 01:28:42,573 说话人 SPEAKER_05：所以当你申请博士或研究生项目时，你可能已经有了一些成绩记录。
1000 01:28:43,095 --> 01:28:43,314 说话人 SPEAKER_05: 一些。
1001 01:28:43,756 --> 01:28:45,378 说话人 SPEAKER_05: 不必。
1002 01:28:45,359 --> 01:28:51,104 说话人 SPEAKER_05: 当然，如果是 Jeff 的学生，我甚至会不问问题就收他们。
1003 01:28:51,123 --> 01:28:58,550 说话人 SPEAKER_05: 但是即使你，我说的不仅仅是 U of T 的学生，对每个在线学生来说，你们可能有非常不同的背景。
1004 01:28:58,670 --> 01:29:01,212 说话人 SPEAKER_05: 你可以来自一个弱势背景。
1005 01:29:01,233 --> 01:29:05,716 说话人 SPEAKER_05: 我所看重的不是你的起点，而是你走过的路。
1006 01:29:05,997 --> 01:29:10,381 说话人 SPEAKER_05: 这条记录展示了你走过的路，展示了你的热情和信念。
1007 01:29:11,561 --> 01:29:14,404 说话人 SPEAKER_10: 读了这本书后，我想说，它是，
1008 01:29:15,295 --> 01:29:19,399 说话人 SPEAKER_10: 我认为，对于将要阅读它的大多数人来说，这是一段非常令人惊讶的旅程。
1009 01:29:20,340 --> 01:29:23,403 说话人 SPEAKER_10: 顺便提一下，如果你在加拿大，就去 Indigo 买吧。
1010 01:29:23,762 --> 01:29:26,284 说话人 SPEAKER_10: 你可以访问 indigo.ca 并预订这本书。
1011 01:29:29,707 --> 01:29:35,493 说话人 SPEAKER_10: 我认为人们会感到惊讶，并且会真正享受阅读和理解这段经历。
1012 01:29:35,514 --> 01:29:38,275 说话人 SPEAKER_10: 回答这个问题，你会得到一个非常好的理解。
1013 01:29:38,596 --> 01:29:38,896 说话人 SPEAKER_07: 谢谢。
1014 01:29:39,497 --> 01:29:41,019 说话人 SPEAKER_10: 好的，大约有 50 只手举起来了。
1015 01:29:41,880 --> 01:29:44,442 说话人 SPEAKER_10: 好吧，我们到角落这边来。
1016 01:29:51,002 --> 01:29:52,286 说话人 SPEAKER_09：谢谢您精彩的演讲。
1017 01:29:52,567 --> 01:29:53,168 说话人 SPEAKER_09：我叫 Shalev。
1018 01:29:53,208 --> 01:29:54,292 说话人 SPEAKER_09：我在 Vector Institute。
1019 01:29:54,632 --> 01:29:55,676 说话人 SPEAKER_09：我们要去见 Sheila McIlrath。
1020 01:29:57,180 --> 01:29:59,846 说话人 SPEAKER_09: 我认为基准非常重要。
1021 01:30:00,067 --> 01:30:01,350 说话人 SPEAKER_09: 基准就像问题一样。
1022 01:30:01,411 --> 01:30:05,922 说话人 SPEAKER_09: ImageNet 基本上是一个问题，然后人们试图用模型来回答它。
1023 01:30:06,055 --> 01:30:08,797 说话人 SPEAKER_09: 因此，现在LLMs非常难以评估。
1024 01:30:08,978 --> 01:30:14,024 说话人 SPEAKER_09：那么，对于采取行动的通用智能体来说，甚至很难开始思考如何评估它们。
1025 01:30:14,703 --> 01:30:17,027 说话人 SPEAKER_09：我的问题是关于问题的。
1026 01:30:17,127 --> 01:30:18,207 说话人 SPEAKER_09：这是关于这些基准的。
1027 01:30:18,748 --> 01:30:19,409 说话人 SPEAKER_09：所以有两件事。
如果和 GPT-5、GPT-6、GPT-7 坐下来，你有五分钟时间与之互动，你会问哪些问题来判断这是这些模型的下一代？
1029 01:30:30,862 --> 01:30:33,885 说话者 SPEAKER_09：第二个则是一个更全面的基准。
我们需要一个更全面的、不止五分钟的基准，以便评估LLMs或通用智能体？
1031 01：30：40,091 --> 01：30：43,194 演讲者 SPEAKER_09：你可以选择你想想的，我想，思考或回答哪一个。
1032 01:30:43,914 --> 01:30:44,114 说话人 SPEAKER_12: 好吧。
1033 01:30:44,135 --> 01:30:44,395 说话人 SPEAKER_12: 谢谢。
1034 01:30:44,836 --> 01:30:45,756 说话人 SPEAKER_12: 谢谢你的问题。
1035 01:30:45,796 --> 01:30:46,697 说话人 SPEAKER_12: 这是一个非常好的问题。
1036 01:30:47,118 --> 01:30:50,100 说话人 SPEAKER_12：我将回答一个与之略有相关的问题。
1037 01:30:50,140 --> 01:30:53,885 说话人 SPEAKER_12：所以这个问题是在 GPT-4 中出现的。
1038 01:30:54,664 --> 01:30:56,447 说话人 SPEAKER_12：你怎么判断它是否聪明？
1039 01:30:57,068 --> 01:31:11,586 说话人 SPEAKER_12：特别是，我正在和一个名叫赫克托·莱维斯克的人交谈，他曾是计算机科学系的教师，他的信念几乎与我的完全相反，但他非常诚实。
1040 01:31:12,587 --> 01:31:19,555 说话人 SPEAKER_12: 他对 GPT-4 能工作感到很惊讶，想知道它是如何可能工作的。
1041 01:31:20,036 --> 01:31:21,277 说话人 SPEAKER_12: 因此，我们花了一些时间讨论这个问题。
1042 01:31:21,837 --> 01:31:26,703 说话人 SPEAKER_12: 然后我让他给我一些问题去问它。
1043 01:31:27,157 --> 01:31:32,636 说话人 SPEAKER_12: 他给了我一系列问题去问它，这样我们就可以判断它是否理解了。
1044 01:31:32,676 --> 01:31:35,185 说话人 SPEAKER_12：那么问题是，它真的理解自己在说什么吗？
1045 01:31:35,586 --> 01:31:38,938 说话人 SPEAKER_12：还是它只是在用一些花哨的统计方法来预测下一个词？
1046 01:31:39,863 --> 01:31:47,091 说话人 SPEAKER_12：关于这一点的一个评论是，唯一能够很好地预测下一个词的方法是理解说话人说了什么。
1047 01:31:47,452 --> 01:31:49,293 说话人 SPEAKER_12：所以你必须理解才能预测。
1048 01:31:49,795 --> 01:31:51,657 说话人 SPEAKER_12: 但你可以在不理解的情况下预测得相当好。
1049 01:31:51,676 --> 01:31:53,559 说话人 SPEAKER_12: 那么 GPT-4 真的是理解了吗？
1050 01:31:54,220 --> 01:32:00,568 说话人 SPEAKER_12: 所以赫克托提出的问题是我的房子里的房间都是白色、黄色或蓝色的。
1051 01:32:01,609 --> 01:32:04,212 说话人 SPEAKER_12: 我希望所有的房间都是白色的。
1052 01:32:04,292 --> 01:32:05,212 说话人 SPEAKER_12: 我该怎么办？
1053 01:32:06,390 --> 01:32:09,516 说话人 SPEAKER_12: 我知道它能够做到，所以我把问题问得更难了。
1054 01:32:10,238 --> 01:32:13,003 说话人 SPEAKER_12: 所以我说，我家的房间都是涂成白色、黄色或蓝色的。
1055 01:32:13,043 --> 01:32:16,530 说话人 SPEAKER_12: 黄色油漆在一年内会褪成白色。
1056 01:32:16,570 --> 01:32:19,596 说话人 SPEAKER_12: 两年后，我想让所有房间都变成白色。
1057 01:32:19,636 --> 01:32:20,838 说话人 SPEAKER_12: 我该做什么？
1058 01:32:21,172 --> 01:32:23,496 说话人 SPEAKER_12: 哦，我说了并且为什么。
1059 01:32:23,756 --> 01:32:25,398 说话人 SPEAKER_12: 如果你说了并且为什么，它就会给出解释。
1060 01:32:25,417 --> 01:32:26,698 说话人 SPEAKER_12: ChatGPT 解决了这个问题。
1061 01:32:26,738 --> 01:32:29,783 说话人 SPEAKER_12: 它说你应该把蓝色的房间刷成白色。
1062 01:32:30,564 --> 01:32:34,427 说话人 SPEAKER_12: 它说你不需要担心黄色的房间，因为它们会逐渐变成白色。
1063 01:32:35,208 --> 01:32:37,030 说话人 SPEAKER_12: 结果它对措辞非常敏感。
1064 01:32:37,310 --> 01:32:43,318 说话人 SPEAKER_12：如果你不用渐变，但用变化，有人向我投诉说，我试了，但没效果。
1065 01:32:43,779 --> 01:32:46,101 说话人 SPEAKER_12：他们用的是变化而不是渐变。
1066 01:32:46,122 --> 01:32:50,926 说话人 SPEAKER_12：关键是，我们理解渐变是指改变颜色并保持改变。
1067 01:32:51,159 --> 01:32:54,786 说话人 SPEAKER_12：但如果你说变化，颜色会改变，但也可能变回原样。
1068 01:32:55,266 --> 01:32:57,350 说话人 SPEAKER_12：所以如果你改变而不是渐变，它不会给出相同的答案。
1069 01:32:57,369 --> 01:32:58,492 说话人 SPEAKER_12：它对措辞非常敏感。
1070 01:33:01,015 --> 01:33:03,279 说话人 SPEAKER_12：但这确实让我相信它真的理解了。
1071 01:33:03,340 --> 01:33:05,323 说话人 SPEAKER_12：而且它还做了其他事情。
1072 01:33:06,003 --> 01:33:12,914 说话人 SPEAKER_12: 最近人们提出了一个很好的问题，许多聊天机器人都没有回答正确。
1073 01:33:13,317 --> 01:33:21,207 说话人 SPEAKER_12: 而有些人也没有回答正确，但 GPT-4 回答正确，那就是... 所以，你看，我正在回答问题，GPT-4 是否理解？
1074 01:33:21,469 --> 01:33:24,073 说话人 SPEAKER_12：这与您问的问题有些关联，对吧？
1075 01:33:26,815 --> 01:33:28,439 说话人 SPEAKER_12：所以，问题是这样的。
1076 01:33:29,380 --> 01:33:30,601 说话人 SPEAKER_12：莎莉有三个兄弟。
1077 01:33:31,923 --> 01:33:33,787 说话人 SPEAKER_12：她的每个兄弟都有两个姐妹。
1078 01:33:34,587 --> 01:33:36,010 Speaker SPEAKER_12: Sally 有多少个姐妹？
1079 01:33:37,131 --> 01:33:38,432 Speaker SPEAKER_12: 而大多数聊天机器人都会答错。
1080 01:33:40,697 --> 01:33:41,738 Speaker SPEAKER_05: 那人类呢？
1081 01:33:42,088 --> 01:33:50,801 Speaker SPEAKER_12: 嗯，我刚刚在拉斯维加斯做了一场炉边谈话，采访者问我举一个聊天机器人答错的例子。
1082 01:33:51,141 --> 01:33:54,266 说话人 SPEAKER_12: 我给他举了这个例子，他说六。
1083 01:33:56,369 --> 01:33:58,393 说话人 SPEAKER_12: 那有点尴尬。
1084 01:33:58,752 --> 01:34:00,114 说话人 SPEAKER_05: 我们不会问他的名字。
1085 01:34:00,376 --> 01:34:01,216 说话人 SPEAKER_05: 不，开个玩笑。
1086 01:34:01,237 --> 01:34:01,436 说话人 SPEAKER_12: 不。
1087 01:34:02,998 --> 01:34:04,180 说话人 SPEAKER_12: 所以人们弄错了。
1088 01:34:04,341 --> 01:34:07,506 说话人 SPEAKER_12: 是的。
1089 01:34:07,704 --> 01:34:12,011 说话人 SPEAKER_12: 我认为如果不能进行一定程度的推理，是无法做对的。
1090 01:34:12,091 --> 01:34:13,233 说话人 SPEAKER_12: 它必须建立某种模型。
1091 01:34:13,814 --> 01:34:21,426 说话人 SPEAKER_12: 安德鲁·吴（Andrew Ng）有一些例子，比如玩奥赛罗棋（Othello），即使只给它字符串作为输入，它也能在内部建立棋盘的模型。
1092 01:34:22,728 --> 01:34:24,250 说话人 SPEAKER_12: 所以我认为他们确实理解。
1093 01:34:25,972 --> 01:34:30,259 说话人 SPEAKER_10: 再进一步，这种理解是否跨越了智能的界限？
1094 01:34:31,121 --> 01:34:32,042 说话人 SPEAKER_10: 你说对了。
1095 01:34:32,949 --> 01:34:33,229 说话人 SPEAKER_12: 是的。
1096 01:34:33,671 --> 01:34:35,953 说话人 SPEAKER_12: 我的意思是，我接受智能的图灵测试。
1097 01:34:36,253 --> 01:34:40,399 说话人 SPEAKER_12: 当我们通过图灵测试时，人们才开始拒绝它。
1098 01:34:40,420 --> 01:34:42,662 说话人 SPEAKER_10: 那就是我之前提到的移动的底线。
1099 01:34:43,623 --> 01:34:43,904 说话人 SPEAKER_10: 好的。
1100 01:34:44,284 --> 01:34:44,865 说话人 SPEAKER_10: 你想回答吗？
1101 01:34:44,905 --> 01:34:46,849 说话人 SPEAKER_05: 我想快速回答。
1102 01:34:46,868 --> 01:34:49,811 说话人 SPEAKER_05：首先，也要为提出这样一个好问题而鼓掌。
1103 01:34:49,893 --> 01:34:51,734 说话人 SPEAKER_05：我将回答
1104 01:34:51,884 --> 01:35:04,597 说话人 SPEAKER_05：除了 Jeff 的，因为我认为 Jeff 试图推动的是如何评估这些大型模型的基本智能水平。
1105 01:35:04,958 --> 01:35:06,619 说话人 SPEAKER_05：但还有其他几个维度。
1106 01:35:07,280 --> 01:35:15,430 讲者 SPEAKER_05：一个是，再次，斯坦福大学 HAI 基础模型研究中心正在创建这些评估指标，对吧？
1107 01:35:15,449 --> 01:35:17,131 讲者 SPEAKER_05：你可能正在阅读这篇论文。
1108 01:35:17,112 --> 01:35:19,255 讲者 SPEAKER_05：Percy Helm 等人的论文。
1109 01:35:19,916 --> 01:35:29,208 讲者 SPEAKER_05：我认为这项技术已经非常深入，一些基准测试比你想的 ImageNet 基准测试要复杂得多。
1110 01：35：29,509 --> 01：35：39,002 演讲者 SPEAKER_05：例如，现在与政府合作，例如 NIST，美国国家标准研究所
1111 01:35:38,981 --> 01:35:39,903 说话者 SPEAKER_05：T 是什么？
1112 01：35：40,224 --> 01：35：40,864 演讲者 SPEAKER_05：技术。
1113 01:35:40,885 --> 01:35:42,067 说话者 SPEAKER_05：关于技术。
1114 01:35:42,688 --> 01:35:43,649 说话人 SPEAKER_05: 测试或其他。
1115 01:35:44,009 --> 01:35:54,204 说话人 SPEAKER_05: 你知道，我们需要开始对社会相关问题的基准测试，而不仅仅是核心基本能力。
1116 01:35:54,685 --> 01:36:02,577 说话人 SPEAKER_05: 我还想再提一点，就是除了LLMs之外，还有很多关于人工智能未来的方向，我们还没有建立好的基准测试。
1117 01:36:02,859 --> 01:36:10,912 说话人 SPEAKER_05: 我们实际上还没有为它们建立好的基准测试。
1118 01:36:11,052 --> 01:36:14,118 说话人 SPEAKER_05: 我的意思是，我的实验室正在做一些机器人学习的研究。
1119 01:36:14,418 --> 01:36:18,265 说话人 SPEAKER_05: 谷歌昨天刚刚发布了关于机器人学习的论文。
1120 01:36:18,545 --> 01:36:22,692 说话人 SPEAKER_05: 所以在这个领域将有更多的研究出现。
1121 01:36:24,341 --> 01:36:26,104 说话人 SPEAKER_10: 好的，我知道网上有很多问题。
1122 01:36:26,364 --> 01:36:32,315 说话人 SPEAKER_10: 我可能再从房间里拿几个，然后也许可以由 Radical 的人读出几个在线的问题。
1123 01:36:33,497 --> 01:36:39,608 说话人 SPEAKER_10: 好的，在房间里，我们找一个离上一个不远的问题。
1124 01:36:39,768 --> 01:36:41,110 说话人 SPEAKER_10: 就在这里。
1125 01:36:46,338 --> 01:36:48,443 说话人 SPEAKER_10: 这里是麦克风来了。
1126 01:36:52,996 --> 01:37:00,993 说话人 SPEAKER_02：你好，我是 Vishwam，我是圭尔夫大学的硕士研究生，我的论文主题是人工智能与农业。
1127 01:37:01,474 --> 01:37:11,814 说话人 SPEAKER_02：那么，基于你提到的大学没有足够的资金来训练基础模型，对吧？
1128 01:37:11,795 --> 01:37:12,716 说话人 SPEAKER_02：同样的问题。
1129 01:37:12,775 --> 01:37:15,139 说话人 SPEAKER_02：所以我想要在人工智能与农业领域工作。
1130 01:37:15,760 --> 01:37:16,640 说话人 SPEAKER_02: 我对此充满热情。
1131 01:37:16,961 --> 01:37:19,243 说话人 SPEAKER_02: 但我没有足够的资源去做这件事。
1132 01:37:19,724 --> 01:37:23,548 说话人 SPEAKER_02：我可能想出一个非常好的架构，但我无法训练它。
1133 01:37:24,170 --> 01:37:28,054 说话人 SPEAKER_02：所以也许我可以去工业界，然后向他们推销这个想法。
1134 01:37:28,135 --> 01:37:30,556 说话人 SPEAKER_02：然后我就无法控制这个想法了。
1135 01:37:31,037 --> 01:37:33,020 说话人 SPEAKER_02：我不知道他们将如何应用它。
1136 01:37:33,560 --> 01:37:38,466 说话人 SPEAKER_02: 你有什么处理这种情况的建议吗？
1137 01:37:39,228 --> 01:37:41,109 说话人 SPEAKER_10: 你能帮我吗？
1138 01:37:41,090 --> 01:37:41,992 说话人 SPEAKER_10: 你是一家初创公司。
1139 01:37:42,833 --> 01:37:43,997 说话人 SPEAKER_10: 我们就是为此而来的。
1140 01:37:44,056 --> 01:37:46,481 说话人 SPEAKER_10: 对不起，让我来回答。
1141 01:37:46,962 --> 01:37:57,006 说话人 SPEAKER_12: 如果你能获得一个开源的基础模型，你可以用比构建模型更少的资源来微调这些模型。
1142 01:37:57,025 --> 01:37:59,993 说话人 SPEAKER_12: 因此，大学仍然可以对这些模型进行微调。
1143 01:38:01,119 --> 01:38:13,037 说话人 SPEAKER_05: 这是目前一个非常务实的回答，但我们一直在与高等教育领导者和政策制定者交谈，投资于公共部门。
1144 01:38:13,377 --> 01:38:16,060 说话人 SPEAKER_05：我们必须建立一个国家级的研究云。
1145 01:38:16,442 --> 01:38:20,427 说话人 SPEAKER_05：我不知道加拿大是否有国家级的研究云，但我们正在推动美国。
1146 01:38:20,927 --> 01:38:22,791 说话人 SPEAKER_05：我们需要引入
1147 01:38:22,770 --> 01:38:29,082 说话人 SPEAKER_05：像您这样的研究人员能够访问国家级研究云。
1148 01:38:29,261 --> 01:38:45,048 说话人 SPEAKER_05: 但作为一家公司之外的优势，您有更多机会接触到独特的数据集，特别是对公共福利的数据集，并发挥这一优势。
1149 01:38:45,029 --> 01:38:55,800 说话人 SPEAKER_05: 您可以与政府机构或社区等合作，因为公共部门仍然享有信任，利用这一点。
1150 01:38:55,819 --> 01:38:59,224 说话人 SPEAKER_05: 但目前，是的，对开源模型进行微调。
1151 01:39:00,145 --> 01:39:00,625 说话人 SPEAKER_05: 非常感谢您。
1152 01:39:01,105 --> 01:39:02,648 说话人 SPEAKER_10: 好的，我们将回答几个问题。
1153 01:39:02,688 --> 01:39:11,577 说话人 SPEAKER_10: 现在有数千人在网上观看，包括斯坦福和其他地方的观看派对，让我们看看是否能从网上的人那里得到一个问题。
1154 01:39:17,328 --> 01:39:19,716 说话人 SPEAKER_10: 莉亚将代表一位在线观众提出这个问题。
1155 01:39:19,796 --> 01:39:24,051 说话人 SPEAKER_10: 顺便说一句，她为此付出了巨大的努力，还有阿伦·布林德（Aaron Brindle）。
1156 01:39:24,091 --> 01:39:25,617 说话人 SPEAKER_10: 非常感谢你们两位。
1157 01:39:31,856 --> 01:39:32,658 说话人 SPEAKER_03: 好的，谢谢。
1158 01:39:32,679 --> 01:39:38,953 说话人 SPEAKER_03: 所以我们在线上有数百名 AI 研究人员，他们是那些以 AI 为核心的公司的人。
1159 01:39:39,092 --> 01:39:43,422 说话人 SPEAKER_03: 因此，最受欢迎的第一个问题是来自本·桑德斯，或者桑德斯。
1160 01:39:44,064 --> 01:39:50,018 说话人 SPEAKER_03：他现在是人工智能初创公司的首席执行官，他的同事实际上是 2008 年 Geoffrey Hinton 的学生。
1161 01:39:49,997 --> 01:39:53,064 说话人 SPEAKER_03：他询问了关于负责任地构建的问题。
1162 01:39:53,083 --> 01:39:55,568 说话人 SPEAKER_03：这些问题中的许多都与负责任地构建有关。
1163 01:39:56,208 --> 01:40:04,545 说话人 SPEAKER_03：他们在思考哪些措施可以帮助他们作为团队成为好的而不是坏的监护人，以及成为监护人的真正含义是什么。
1164 01:40:07,250 --> 01:40:09,052 说话人 SPEAKER_05：好问题。
